area_nombre,tema_nombre,pregunta,sustento
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"Según el artículo, la estimación de que el 20 % de la población boliviana tendrá acceso a 5G para finales de 2024 debe evaluarse críticamente frente a la tendencia global de buscar una cobertura mayor del 50 % en el mismo período; ¿cuál de las siguientes afirmaciones representa la valoración más adecuada de esta meta dentro del contexto boliviano?","Para finales de 2024, se espera que el 20 % de la población tenga acceso a 5G, concentrándose inicialmente en zonas estratégicas como Puerto Suárez donde se realizó la prueba piloto. Además, el texto menciona que la expansión de fibra óptica ya cubre gran parte de las áreas urbanas, lo que permite un despliegue complementario. Sin embargo, también se señala que en 2023 el 68 % de los hogares rurales carecen de acceso fijo a Internet, evidenciando una brecha digital que sigue siendo un desafío; por ello la meta del 20 % es un paso progresivo, no una cobertura total."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"El artículo señala que, según el INE, en 2023 el 68 % de los hogares rurales carecen de acceso fijo a Internet. ¿Cuál de los siguientes posibles sesgos podría afectar la interpretación de este dato en el análisis del autor?","El artículo menciona el porcentaje del 68 % de hogares rurales sin acceso fijo a Internet, pero no discute que muchos de esos hogares podrían estar usando Internet a través de conexiones móviles (3G/4G) que no requieren infraestructura fija. Esta ausencia constituye un sesgo de interpretación: equiparar la ausencia de acceso fijo con la ausencia total de conectividad."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,El artículo señala que la prueba piloto de 5G en Puerto Suárez conectó hospitales y universidades con aplicaciones de telemedicina y realidad aumentada. ¿Por qué es relevante esta información para la planificación de políticas públicas orientadas a reducir la brecha digital en zonas rurales?,"El texto describe la prueba piloto de 5G en Puerto Suárez que conectó hospitales y universidades con aplicaciones de telemedicina y realidad aumentada, y en la sección de desafíos se menciona la persistente brecha digital entre zonas urbanas y rurales. Evidenciar que 5G puede ofrecer servicios críticos (salud, educación) en zonas de difícil acceso justifica que las políticas públicas consideren la expansión de esta tecnología como una herramienta clave para reducir esa brecha."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,Del análisis presentado se desprende que la afirmación del autor de que la implementación del 5G eliminará la brecha digital entre áreas urbanas y rurales es válida.,"El texto señala que se espera que sólo el 20 % de la población tenga acceso a 5G para finales de 2024, concentrado rurales carecen de acceso fijo a Internet en 2023. Además, se mencionan retos estructurales como la brecha digital y la necesidad de políticas de subsidios, lo que muestra que el argumento de que el 5G eliminará plenamente la brecha es insuficiente. en zonas estratégicas de desarrollo económico, mientras que el INE reporta que el 68 % de los hogares."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"A partir del análisis presentado respecto a las diferencias de acceso y uso del Internet entre distintos grupos de la población, ¿qué otro aspecto importante ha obviado el autor?","El artículo describe la evolución tecnológica, la expansión urbana rural y los impactos en educación y salud, nunca menciona diferencias de acceso o uso entre hombres y mujeres. No se hace referencia a estudios de género ni a datos desagregados por sexo, lo que indica una omisión del sesgo de género."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"Basándose en la información proporcionada, ¿cuál de las siguientes afirmaciones describe mejor la viabilidad de la meta boliviana de que el 20 % de la población tenga acceso a 5G para finales de 2024, considerando la actual brecha digital entre áreas urbanas y rurales?","El artículo indica que para finales de 2024 se espera que el 20 % de la población tenga acceso a 5G, “especialmente en zonas estratégicas de desarrollo económico” (sección 2.3). Asimismo, señala que el 68 % de los hogares rurales carecen de acceso fijo a Internet (sección 3). Dado que la proyección del 5G está enfocada en áreas urbanas y estratégicas donde ya existen redes y la infraestructura es más robusta, la meta del 20 % resulta plausible pese a la significativa brecha rural."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"Basándose en la información proporcionada, ¿cuál de las siguientes perspectivas futuras no es considerada por el autor al proponer políticas para cerrar la brecha digital en Bolivia?","Aunque el autor propone varias medidas para reducir la brecha digital (subsidios a la inversión privada, capacitación digital en escuelas y comunidades, y un fondo nacional para expansión rural), en ningún apartado del artículo 34 se menciona la inclusión explícita de la visión o necesidades de los pueblos indígenas. En la sección 3 se enlistan propuestas de política, pero todas giran en torno a incentivos económicos, capacitación y financiación, sin abordar aspectos culturales ni la participación de comunidades indígenas."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"Basándose en la información proporcionada, ¿qué combinación de medidas sería la más adecuada para reducir la brecha digital entre zonas rurales y urbanas en Bolivia en los próximos cinco años?","La sección de ‘Desafíos futuros’ el artículo propone una combinación de políticas: incentivar la inversión privada mediante subsidios, promover la capacitación digital y crear un fondo nacional para la expansión de conectividad en zonas rurales. Estas medidas responden a los datos que indican que, según el INE (2023), el 68 % de los hogares rurales carecen de acceso fijo a Internet, y que la brecha permanece significativa pese a la expansión de fibra óptica y 5G en áreas urbanas."
Comprensión Lectora,Historia y evolución del Internet en Bolivia: de los primeros enlaces a la era de la conectividad 5G,"Según el artículo, la estimación de que el 20 % de la población boliviana tendrá acceso a 5G para finales de 2024 debe evaluarse críticamente frente a la tendencia global de buscar una cobertura mayor del 50 % en el mismo período; ¿cuál de las siguientes afirmaciones representa la valoración más adecuada de esta meta dentro del contexto boliviano?","Para finales de 2024, se espera que el 20 % de la población tenga acceso a 5G, concentrándose inicialmente en zonas estratégicas como Puerto Suárez donde se realizó la prueba piloto. Además, el texto menciona que la expansión de fibra óptica ya cubre gran parte de las áreas urbanas, lo que permite un despliegue complementario. Sin embargo, también se señala que en 2023 el 68 % de los hogares rurales carecen de acceso fijo a Internet, evidenciando una brecha digital que sigue siendo un desafío; por ello la meta del 20 % es un paso progresivo, no una cobertura total."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Basándose en la información proporcionada, ¿cuál es la consecuencia social inmediata que tuvo la campaña del hashtag #ReformaEducativa2022 descrita en el artículo?",En la sección “Movilización a través de plataformas digitales” del artículo se indica que el hashtag #ReformaEducativa2022 alcanzó más de 250 000 interacciones y que la convocatoria resultó en una marcha en la Plaza Murillo con más de 5 000 participantes.
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿cuál es la diferencia porcentual entre el porcentaje de jóvenes que se sienten capaces de distinguir noticias reales en el Departamento de La Paz y el porcentaje de los jóvenes que lo hacen en Potosí?","El 76 % de los jóvenes de La Paz declara sentirse capaz de distinguir noticias reales, mientras que en Potosí esa cifra es del 54 % (párrafo de ‘Acceso a la información política y alfabetización digital’). La diferencia es 76 % − 54 % = 22 puntos porcentuales."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"La lectura del texto permite identificar que, según la teoría del “Efecto de Red” citada en el apartado de movilización digital, ¿cuál es el segundo mecanismo que se menciona para explicar cómo las redes sociales favorecen la organización de protestas?","El segundo mecanismo es la retroalimentación instantánea (likes, retweets) que refuerza la percepción de apoyo social."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"El artículo señala que, comparando el porcentaje nacional de jóvenes que poseen un smartphone con el porcentaje de jóvenes en Potosí que se declaran capaces de distinguir noticias reales de falsas, ¿cuál es la diferencia porcentual entre ambos valores?","Según el texto, el 89 % de los jóvenes bolivianos posee un smartphone (párrafo de Acceso a la información) y que en Potosí solo el 54 % se siente capaz de distinguir noticias reales de falsas (tabla de la Encuesta Nacional 38 de Jóvenes, 2022). La diferencia entre ambos porcentajes es 89 % - 54 % = 35 %. Las otras opciones (33 %, 41 %, 30 %) no corresponden a la resta exacta de los valores proporcionados y, por lo tanto, son distractores plausibles pero incorrectos."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"A consecuencia del análisis presentado, ¿cómo define el artículo el concepto de participación simbólica?",El artículo define la participación simbólica como “la expresión de opiniones y valores sin necesariamente traducirse en acción concreta” (sección ‘Nuevas formas de expresión y participación simbólica’).
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Del análisis presentado se desprende que, según el artículo, ¿cómo se define el concepto de alfabetización digital?","El artículo define la alfabetización digital como “la capacidad de buscar, evaluar y utilizar la información digital de forma responsable” (UNESCO, 2022). Esta definición aparece explícitamente en la sección 1 del Desarrollo."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,Del análisis presentado se desprende que la efectividad de la participación política de los jóvenes bolivianos depende principalmente de:,"El artículo indica que, aunque el 89 % de los jóvenes posee un smartphone, la alfabetización digital sigue siendo desigual y es clave para evitar la apatía política (sección 1). Además, las conclusiones recomiendan implementar programas de alfabetización digital en todos los niveles escolares para que los jóvenes puedan evaluar críticamente la información y participar de forma efectiva."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"La lectura del texto permite identificar que, al comparar el proyecto “Voces del Chaco” con la campaña Reforma Educativa 2022, ¿cuál es la diferencia principal en el uso de los medios digitales para la participación política de los jóvenes en temas ambientales?","El artículo describe que “Voces del Chaco” consiste en una serie de podcasts compartidos en Instagram que generan debates sobre conservación ambiental y justicia social, es decir, una forma de participación simbólica centrada en temas ambientales. En contraste, la campaña #ReformaEducativa2022 se menciona como un caso de movilización digital donde un hashtag en Twitter y TikTok organizó una marcha presencial de más de 5 000 personas."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Del análisis presentado se desprende que, en comparación con la movilización física derivada del hashtag #ReformaEducativa2022, la iniciativa “Voces del Chaco” se caracteriza principalmente por:","El texto describe a “Voces del Chaco” como una serie de podcasts que generan debates y expresan opiniones de forma creativa, es decir, una forma de participación simbólica que no se traduce necesariamente en acciones presenciales, a diferencia del caso del hashtag #ReformaEducativa2022, cuya movilización digital resultó en una marcha con más de 5 000 personas."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Del análisis presentado se desprende que, debido al bajo costo de la participación digital descrito en la movilización #ReformaEducativa2022, es probable que:","La digitalización permite una movilización rápida y de bajo costo (párrafo de movilización digital) y que, para que el impacto sea positivo, se requieren políticas que fomenten la transparencia y la infraestructura digital (conclusiones). De manera implícita, el bajo costo de participar genera mayor presión de los jóvenes para que el Estado invierta en infraestructura digital, lo cual puede traducirse en beneficios económicos al ampliar el acceso a información y herramientas digitales."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Considerando lo mencionado en el texto, ¿cómo se diferencian los efectos de la digitalización en la movilización política de los jóvenes en la Universidad Mayor de San Andrés (UMSA) y en la región del Beni?","El texto, el caso de la UMSA mostró una movilización rápida y masiva con el hashtag #ReformaEducativa2022, alcanzando más de 250 000 interacciones y una marcha de 5,000 personas, lo que ejemplifica el “efecto de red” descrito. En la región del Beni, por otro lado, el artículo indica que grupos rivales usaron WhatsApp para difundir mensajes polarizadores que dificultan la construcción de consensos, generando fragmentación y limitando la movilización colectiva."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"El artículo señala que, al comparar la movilización a través de plataformas digitales con la expresión simbólica en redes sociales, la consecuencia social más distintiva para la participación política juvenil es que:","El texto describe que la movilización a través de plataformas digitales, como el caso del hashtag #ReformaEducativa2022, llevó a una protesta física con más de 5 000 personas, lo que demuestra una traducción de la actividad en línea a acción colectiva concreta. Por otro lado, en la sección de “Nuevas formas de expresión y participación simbólica” se indica que los memes, videos y podcasts fomentan el sentido de pertenencia y habilidades de comunicación, pero señala que “la medida en que estas actividades se traducen en cambios políticos concretos sigue siendo objeto de investigación”, lo que implica que su consecuencia principal es simbólica más que accionable."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Basándose en la información proporcionada, ¿cuál es la conclusión más probable sobre el efecto histórico de la expansión digital en la participación política de los jóvenes bolivianos entre 2013 y 2022?","El texto indica que el acceso a Internet en hogares pasó del 34 % en 2013 al 71 % en 2022 y que el 89 % de los jóvenes posee un smartphone, evidenciando una expansión tecnológica importante. Sin embargo, la calidad de la participación varía: en La Paz el 76 % de los jóvenes se siente capaz de distinguir noticias reales de falsas, mientras que en Potosí esa cifra es solo 54 %. Además, la exposición a “fake news” está asociada a una reducción del 12 % en la probabilidad de votar. Estos datos demuestran que, aunque haya más dispositivos y mayor conectividad, la participación política mejora sustancialmente solo donde la alfabetización digital se ha reforzado, lo que lleva a la conclusión de que la expansión digital por sí sola no asegura un aumento generalizado de la participación."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"A partir de lo expuesto en el artículo, ¿cuál es la perspectiva futura que el autor sugiere para potenciar la participación política de los jóvenes bolivianos?","En la sección de conclusiones el autor propone tres líneas de acción futuras: (1) programas de alfabetización digital en todos los niveles escolares, (2) políticas públicas que fomenten la transparencia y faciliten la participación online mediante plataformas seguras, y (3) apoyo a iniciativas de contenido juvenil que integren investigación académica con formatos digitales. Estas medidas buscan convertir la digitalización en una herramienta democratizadora."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿qué es probable que ocurra si la producción y difusión de contenidos juveniles sobre temas ambientales, como el proyecto “Voces del Chaco” se intensifica en las redes sociales?","El artículo indica que el proyecto “Voces del Chaco” ha generado debates entre la comunidad académica y ONG, facilitando la inserción de la perspectiva juvenil en la agenda pública. Por lo tanto, ampliar la producción y difusión de contenidos similares plausiblemente reforzará esa inserción y ejercerá presión para que las instituciones consideren políticas de conservación."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"La lectura del texto permite identificar que, al comparar la campaña ReformaEducativa2022 conducida por la UMSA con el uso de WhatsApp en el Beni, la diferencia esencial radica en:","El texto describe que la campaña #ReformaEducativa2022, difundida mediante el hashtag en Twitter y TikTok, logró más de 250 000 interacciones y movilizó a más de 5 000 personas en una marcha, evidenciando una identificación colectiva y acción física. En contraste, el párrafo sobre el Beni señala que grupos rivales usan WhatsApp para difundir mensajes polarizadores que dificultan la construcción de consensos, indicando un efecto de fragmentación y polarización."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿qué principio general se puede extraer sobre la relación entre la digitalización y la participación política de los jóvenes bolivianos?","El artículo indica que, aunque el 89 % de los jóvenes posee un smartphone y el 68 % usa internet cotidianamente, la mera posesión no garantiza participación crítica; la alfabetización digital, definida como la capacidad de buscar, evaluar y usar información digital responsablemente, sigue siendo desigual y se señala como factor clave para que la digitalización no se traduzca en apatía política (sección ‘Acceso a la información política y alfabetización digital’)."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"La lectura del texto permite identificar que, si se implementan a nivel nacional programas de alfabetización digital dirigidos a jóvenes de entre 17 y 19 años, es probable que…","El artículo señala que el 89 % de los jóvenes poseía un smartphone, pero la alfabetización digital es desigual (76 % en La Paz versus 54 % en Potosí) y que la exposición a “fake news” está vinculada a una reducción del 12 % en la probabilidad de votar (Rodríguez y Salazar, 2023). Asimismo, se recomienda implementar programas de alfabetización digital para mejorar la capacidad crítica. Por lo tanto, si dichos programas se extienden a nivel nacional, es razonable inferir que la habilidad de distinguir información falsa aumentará, lo que mitigará la caída del 12 % en la intención de voto."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Según el artículo, ¿qué es probable que ocurra si se implementan programas de alfabetización digital extensivos en todas las escuelas de Bolivia?","El artículo subraya que la alfabetización digital es clave para que la digitalización no conduzca a apatía política; menciona que la exposición a “fake news” reduce la intención de voto en un 12 % y que mejorar la capacidad de evaluar la veracidad de la información debería revertir esa tendencia, incrementando la participación electoral."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Basándose en la información proporcionada, ¿qué principio general puede inferirse sobre el papel de los jóvenes bolivianos como actores en la participación política digital?","El artículo muestra dos casos específicos: la movilización de estudiantes de la UMSA mediante el hashtag #ReformaEducativa2022, que evidencia la capacidad de los jóvenes para organizar protestas masivas, y el proyecto “Voces del Chaco”, que ilustra la generación de contenido simbólico (podcasts) que inserta sus perspectivas en la agenda pública. Ambos ejemplos confirman que los jóvenes actúan como catalizadores que coordinan acciones colectivas y crean discursos digitales."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Basándose en la información proporcionada, ¿qué diferencia económica se puede inferir entre la movilización digital de los jóvenes mediante hashtags y la exposición a noticias falsas en relación con su potencial efecto sobre la participación electoral?","El texto describe que el hashtag #ReformaEducativa2022 movilizó a más de 5 000 personas y alcanzó 250 000 interacciones, lo que evidencia una capacidad de generar participación política concreta; esa participación puede traducirse en una mayor influencia económica de los jóvenes al impactar decisiones de políticas públicas. En contraste, el artículo indica que la exposición a noticias falsas está vinculada a una reducción del 12 % en la probabilidad de voto (Rodríguez y Salazar, 2023), lo que implica una menor capacidad de influir económicamente en los procesos electorales."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,Del análisis presentado se desprende que la principal fortaleza del enfoque metodológico del artículo radica en:,"El artículo utiliza estadísticas de la Encuesta Nacional de Jóvenes 2022 y del INE (por ejemplo, el 89 % de jóvenes con smartphone) junto con casos de estudio concretos como la campaña #ReformaEducativa2022 de la UMSA y el proyecto “Voces del Chaco”. Esta mezcla de fuentes cuantitativas y cualitativas brinda triangulación y contextualiza los resultados."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,El artículo señala que la digitalización puede revitalizar la democracia boliviana siempre que se acompañe de políticas de alfabetización digital; ¿qué tan válido es este argumento según la información presentada?,"La sección de conclusiones el autor afirma que la digitalización ofrece una oportunidad histórica para revitalizar la democracia, siempre que se acompañe de políticas que promuevan el pensamiento crítico y la alfabetización digital. Además, en el apartado sobre alfabetización digital se muestra que la capacidad de distinguir noticias reales de falsas está vinculada a una mayor intención de participar, lo que respalda la relación entre alfabetización y participación política."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿cuál de las siguientes limitaciones o sesgos no está contemplado en las soluciones propuestas por los autores?","El artículo reconoce desigualdades en acceso a internet según la ubicación geográfica (párrafos de la introducción y desarrollo, sección 1), las tres líneas de acción propuestas en la conclusión se centran en alfabetización digital, transparencia institucional y apoyo a contenidos juveniles, sin mencionar medidas concretas para ampliar la infraestructura de conectividad en zonas rurales."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿qué tipo de evidencia sería más pertinente para reforzar la afirmación de que los programas de alfabetización digital aumentan la intención de voto entre los jóvenes bolivianos?","El texto señala que la alfabetización digital es clave para que la digitalización no genere apatía política, pero la evidencia presentada es mayormente correlacional (por ejemplo, diferencias entre La Paz y Potosí). Para demostrar que los programas de alfabetización incrementan la intención de voto, se requeriría evidencia experimental que controle variables y mida cambios en la intención de voto antes y después de la intervención."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿por qué es relevante implementar programas de alfabetización digital en las escuelas bolivianas para mejorar la participación política de los jóvenes?","El artículo señala que, aunque el 89 % de los jóvenes posee smartphone, la alfabetización digital sigue siendo desigual (76 % en La Paz vs 54 % en Potosí) y que la exposición a noticias falsas reduce en un 12 % la probabilidad de voto (Rodríguez y Salazar, 2023). Por lo tanto, programas educativos que desarrollen la capacidad de buscar, evaluar y usar información digital son esenciales para mitigar la desinformación y favorecer una participación política más informada y activa."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Considerando lo mencionado en el texto, ¿qué sesgo económico está presente en el enfoque del autor al analizar la digitalización y la participación política de los jóvenes bolivianos?","El artículo indica que el 89 % de los jóvenes posee un smartphone y menciona diferencias geográficas y educativas, no aborda explícitamente cómo la situación socio económica (ingresos familiares, capacidad de pago de planes de datos, etc.) afecta el acceso y la calidad de la participación digital. Esta omisión constituye un sesgo económico, ya que la capacidad de participar críticamente en entornos digitales depende también de recursos financieros que el texto no considera."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"Del análisis presentado se desprende que, en contraste con la concepción tradicional de que la defensa ambiental depende principalmente de acciones de campo, ¿qué afirma el artículo sobre el papel de iniciativas digitales como los podcasts ‘Voces del Chaco’ en la influencia de políticas medioambientales?","La sección ‘Nuevas formas de expresión y participación simbólica’ se describe que el proyecto ‘Voces del Chaco’ ha generado debates y ha facilitado la inserción de la perspectiva juvenil en la agenda pública, pero el artículo también señala que la medida en que estas actividades se traduzcan en cambios políticos concretos sigue siendo objeto de investigación."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"A partir de lo expuesto en el artículo, ¿cuáles son las principales implicaciones éticas y sociales que deben considerarse al diseñar programas de alfabetización digital dirigidos a los jóvenes bolivianos para fortalecer su participación política?","El artículo subraya que la digitalización solo favorece la participación política si se acompañan políticas de alfabetización digital que incluyan pensamiento crítico, inclusión digital y medidas contra la desinformación (párrafos sobre alfabetización digital y conclusiones). Además, señala la necesidad de reducir la brecha de acceso entre regiones como La Paz y Potosí y de proteger a los jóvenes de la manipulación de información."
Comprensión Lectora,Impacto de la digitalización y las redes sociales en la participación política de los jóvenes bolivianos,"De acuerdo con el texto, ¿cuáles son las implicaciones éticas más relevantes de la desigualdad en alfabetización digital entre los jóvenes de La Paz y Potosí para la calidad de la participación política?","El texto señala que en La Paz el 76 % de los jóvenes se siente capaz de distinguir noticias reales de falsas, mientras que en Potosí esa cifra cae al 54 %. Además, se menciona que la exposición a “fake news” está vinculada a una reducción del 12 % en la probabilidad de votar (Rodríguez y Salazar, 2023). Esta combinación indica una vulnerabilidad ética: la falta de alfabetización digital expone a ciertos jóvenes a desinformación, lo que afecta su intención de participar y vulnera el principio de igualdad democrática."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","Según el artículo, ¿qué actor es mencionado primero como iniciador de la implementación de herramientas de IA en la educación boliviana?","El artículo introduce primero al Ministerio de Educación como responsable del programa ‘Bolivia Aprende Digital’ (2022 2025), que incorpora plataformas de IA como Khan Academy y Microsoft Education. Los proyectos de la Universidad Católica Boliviana, la Universidad Autónoma Tomás Frías y la Universidad Mayor de San Andrés se describen posteriormente, por lo que no son los primeros actores mencionados."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","De acuerdo con el texto, ¿qué organismo proporciona la cifra del 38 % de hogares rurales bolivianos con conexión a Internet de banda ancha?","Según el Instituto Nacional de Estadística (INE, 2023), solo el 38 % de los hogares rurales dispone de conexión a Internet de banda ancha. Las demás opciones son incorrectas: el Ministerio de Educación impulsa programas educativos, la UNESCO reporta datos a nivel regional y la UMSA participa en proyectos de realidad aumentada, pero ninguna de ellas es la fuente de la estadística mencionada."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","Basándose en la información proporcionada, ¿cuál es la segunda consecuencia social que se menciona respecto a la adopción de la IA en la educación boliviana?","La falta de competencias técnicas puede generar una dependencia excesiva del algoritmo, sin la capacidad de interpretar los resultados ni de intervenir cuando la IA sugiere una ruta pedagógica inadecuada. Este es el segundo efecto social mencionado después de la ‘ampliación de la desigualdad educativa’ (primera consecuencia)."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas",El artículo señala que los conceptos neurocientíficos clave para la personalización del aprendizaje son:,"Dos conceptos resultan clave: plasticidad sináptica y carga cognitiva. Las demás opciones combinan términos que aparecen en el texto, pero nunca se presentan juntos como los dos conceptos clave; por ejemplo, “neuroplasticidad” y “memoria de trabajo” son conceptos relacionados, pero no citados como los dos esenciales, y “aprendizaje automático” y “inteligencia emocional” pertenecen a dominios diferentes al de los fundamentos neurocientíficos descritos."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","De acuerdo con el texto, ¿cuáles son los principales desafíos que se identifican para la integración de la IA en la educación boliviana?","En la sección ‘Desafíos éticos, técnicos y estructurales en Bolivia’ el artículo enumera tres problemas principales: (1) Infraestructura y conectividad, (2) Capacitación docente y (3) Privacidad y sesgo algorítmico. Las demás opciones mezclan conceptos que aparecen en el texto (por ejemplo, privacidad y sesgo) con elementos que no se mencionan como desafíos específicos (como ‘falta de inversión’ o ‘alta tasa de deserción’), por lo que son distractores incorrectos."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","Según el artículo, ¿qué porcentaje de hogares rurales en Bolivia dispone de conexión a Internet de banda ancha?","El texto indica que “solo el 38 % de los hogares rurales dispone de conexión a Internet de banda ancha”. Las opciones 1, 2 y 3 corresponden a datos diferentes del artículo: 71 % es el porcentaje de hogares urbanos con banda ancha, 22 % es la proporción de docentes que ha recibido capacitación digital avanzada, y 84 % es 48 el porcentaje de estudiantes que reportó mejor comprensión tras usar realidad aumentada. Ninguno de esos valores se refiere a la conectividad de hogares rurales."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","El artículo señala que solo el 38 % de los hogares rurales tiene conexión de banda ancha, mientras que el 71 % de los urbanos sí la posee. ¿Qué consecuencia se puede deducir si esta diferencia de conectividad no se corrige al introducir herramientas de IA en la educación?","El texto indica que la brecha digital es significativa (38 % de hogares rurales con banda ancha versus 71 % en urbanos) y que esta disparidad limita la implementación uniforme de plataformas de IA, pudiendo ampliar la desigualdad educativa si no se adopta una estrategia de mitigación. Por lo tanto, la consecuencia lógica es que la desigualdad entre áreas rurales y urbanas se incrementará. Las otras opciones interpretan erróneamente el efecto: la reducción de deserción, el aumento de capacitación docente o la disminución de necesidad de infraestructura no están sustentadas por la información dada y, al contrario, requieren mejoras en conectividad."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","Según el artículo, ¿cuál es la principal fortaleza del enfoque de tutores virtuales basados en IA en la educación secundaria boliviana?","El estudio piloto de la Universidad Católica Boliviana, el uso de un tutor virtual basado en IA elevó el promedio de calificaciones en matemática de 6.8 a 8.1 y redujo la tasa de deserción en la asignatura en un 12 %. Estos resultados demuestran una mejora académica clara y una disminución de la deserción, que son la fortaleza principal del enfoque."
Comprensión Lectora,"Inteligencia artificial en la educación boliviana: oportunidades, retos y perspectivas científicas","Considerando lo mencionado en el texto, ¿qué tan válido es el argumento de que la inteligencia artificial reducirá automáticamente las brechas sociales en la educación boliviana?","El artículo destaca tanto las oportunidades de la IA para mejorar la calidad educativa y reducir desigualdades (p. ej., tutores virtuales que compensan la escasez de docentes) como los grandes desafíos estructurales: solo el 38 % de los hogares rurales tiene banda ancha y solo el 22 % de los docentes ha recibido capacitación en tecnologías emergentes. Estas limitaciones hacen que la reducción de brechas dependa de mejoras en conectividad y formación docente, por lo que el argumento de una reducción automática es solo parcialmente válido. Las opciones 1 y 2 son incorrectas porque exageran o niegan completamente el impacto descrito; el texto no afirma una eliminación total ni una ausencia de efectos sociales."
